byz,rounds
0.05,17
0.05,30
0.05,16
0.05,21
0.05,16
0.05,26
0.05,17
0.05,18
0.05,19
0.05,18
0.05,15
0.05,16
0.05,29
0.05,15
0.05,21
0.05,20
0.05,26
0.05,16
0.10,112
0.10,139
0.10,109
0.10,100
0.10,275
0.10,93
0.10,97
0.10,98
0.10,83
0.10,152
0.10,90
0.10,132
0.10,117
0.10,161
0.10,116
0.10,164
0.10,73
0.10,169
0.10,193
0.10,122
0.10,112
0.10,118
0.10,147
0.10,138
0.10,159
0.10,169
0.10,103
0.10,201
0.10,307
0.10,311
0.10,369
0.10,86
0.10,62
0.10,162
0.10,206
0.10,123
0.10,74
0.10,74
0.10,290
0.10,66
0.10,173
0.10,103
0.10,87
0.10,49
0.10,161
0.10,112
0.10,224
0.10,61
0.10,130
0.10,113
0.10,282
0.10,88
0.10,134
0.10,283
0.10,355
0.10,376
0.10,190
0.10,124
0.10,164
0.10,163
0.10,95
0.10,254
0.10,181
0.10,125
0.10,63
0.10,100
0.10,195
0.10,107
0.10,117
0.10,151
0.10,95
0.10,54
0.10,67
0.10,97
0.10,96
0.10,152
0.10,191
0.10,423
0.10,98
0.10,214
0.10,64
0.10,263
0.10,132
0.10,73
0.10,80
0.10,117
0.10,75
0.10,84
0.10,64
0.10,98
0.10,146
0.10,194
0.10,54
0.10,60
0.10,81
0.10,277
0.10,268
0.10,203
0.10,128
0.10,437
0.10,83
0.10,60
0.10,96
0.10,116
0.10,177
0.10,310
0.10,99
0.10,242
0.10,115
0.10,79
0.10,54
0.10,62
0.10,120
0.10,125
0.10,161
0.10,149
0.10,244
0.10,61
0.10,106
0.10,215
0.10,73
0.10,450
0.10,130
0.10,63
0.10,74
0.10,210
0.10,293
0.10,246
0.10,199
0.10,127
0.10,84
0.10,77
0.10,224
0.10,71
0.10,137
0.10,469
0.10,110
0.10,116
0.10,130
0.10,80
0.10,288
0.10,89
0.10,262
0.10,207
0.10,142
0.10,126
0.10,419
0.10,294
0.10,162
0.10,308
0.10,248
0.10,87
0.10,81
0.10,136
0.10,233
0.10,81
0.10,93
0.10,173
0.10,119
0.10,412
0.10,96
0.10,130
0.10,174
0.10,171
0.10,223
0.10,75
0.10,186
0.10,118
0.10,137
0.10,389
0.10,294
0.10,122
0.10,313
0.10,65
0.10,187
0.10,98
0.10,83
0.10,171
0.10,228
0.10,193
0.10,89
0.10,74
0.10,138
0.10,263
0.10,60
0.10,84
0.10,197
0.10,113
0.10,200
0.10,87
0.10,274
0.10,193
0.10,112
0.10,178
0.10,76
0.10,86
0.10,132
0.10,139
0.10,101
0.10,148
0.10,77
0.10,268
0.10,109
0.10,100
0.10,124
0.10,191
0.10,121
0.10,73
0.10,117
0.10,429
0.10,125
0.10,128
0.10,403
0.10,95
0.10,232
0.10,217
0.10,167
0.10,149
0.10,78
0.10,420
0.10,254
0.10,212
0.10,265
0.10,88
0.10,149
0.10,110
0.10,101
0.10,167
0.10,84
0.10,59
0.10,125
0.10,95
0.10,268
0.10,73
0.10,78
0.10,92
0.10,63
0.10,131
0.10,360
0.10,132
0.10,92
0.10,92
0.10,68
0.10,60
0.10,263
0.10,131
0.10,294
0.10,171
0.10,184
0.10,87
0.10,155
0.10,97
0.10,372
0.10,89
0.10,150
0.10,173
0.10,145
0.10,132
0.10,50
0.10,250
0.10,145
0.10,149
0.10,135
0.10,66
0.10,132
0.10,54
0.10,116
0.10,115
0.10,309
0.10,295
0.10,136
0.10,298
0.10,110
0.10,207
0.10,62
0.10,108
0.10,80
0.10,86
0.10,244
0.10,194
0.10,93
0.10,120
0.10,71
0.10,83
0.10,392
0.10,223
0.10,94
0.10,178
0.10,148
0.10,192
0.10,395
0.10,147
0.10,225
0.10,98
0.10,119
0.10,64
0.10,207
0.10,161
0.10,223
0.10,138
0.10,103
0.10,147
0.10,290
0.10,496
0.10,669
0.10,186
0.10,229
0.10,201
0.10,209
0.10,110
0.10,111
0.10,130
0.10,135
0.10,149
0.10,116
0.10,71
0.10,151
0.10,92
0.10,213
0.10,201
0.10,178
0.10,201
0.10,178
0.10,246
0.10,142
0.10,218
0.10,143
0.10,348
0.10,187
0.10,141
0.10,131
0.10,55
0.10,171
0.10,170
0.10,68
0.10,79
0.10,123
0.10,123
0.10,144
0.10,79
0.10,71
0.10,144
0.10,83
0.10,138
0.10,269
0.10,298
0.10,220
0.10,120
0.10,148
0.10,110
0.10,76
0.10,132
0.10,261
0.10,340
0.10,130
0.10,91
0.10,332
0.10,80
0.10,120
0.10,482
0.10,278
0.10,79
0.10,71
0.10,212
0.10,63
0.10,171
0.10,91
0.10,91
0.10,121
0.10,256
0.10,109
0.10,260
0.10,209
0.10,94
0.10,83
0.10,442
0.10,116
0.10,197
0.10,182
0.10,461
0.10,89
0.10,95
0.10,86
0.10,178
0.10,170
0.10,91
0.10,62
0.10,117
0.10,114
0.10,80
0.10,113
0.10,107
0.10,155
0.10,141
0.10,213
0.10,717
0.10,94
0.10,89
0.10,54
0.10,143
0.10,103
0.10,174
0.10,72
0.10,161
0.10,293
0.10,60
0.10,60
0.10,98
0.10,149
0.10,98
0.10,104
0.10,398
0.10,75
0.10,328
0.10,163
0.10,151
0.10,390
0.10,112
0.10,343
0.10,137
0.10,68
0.10,67
0.10,127
0.10,58
0.10,198
0.10,58
0.10,163
0.10,263
0.10,62
0.10,85
0.10,102
0.10,113
0.10,157
0.10,183
0.10,76
0.10,194
0.10,103
0.10,108
0.10,169
0.10,115
0.10,72
0.10,90
0.10,103
0.10,68
0.10,127
0.10,183
0.10,58
0.10,131
0.10,99
0.10,230
0.10,117
0.10,206
0.10,337
0.10,85
0.10,77
0.10,185
0.10,127
0.10,104
0.10,181
0.10,137
0.10,149
0.10,81
0.10,60
0.10,104
0.10,79
0.10,101
0.10,114
0.10,207
0.10,54
0.10,289
0.10,380
0.10,168
0.10,138
0.10,64
0.10,102
0.10,149
0.10,168
0.10,227
0.10,194
0.10,255
0.10,306
0.10,114
0.10,182
0.10,161
0.10,122
0.10,147
0.10,69
0.10,132
0.10,118
0.10,408
0.10,138
0.10,295
0.10,92
0.10,64
0.10,220
0.10,131
0.10,154
0.10,260
0.10,124
0.10,131
0.10,83
0.10,107
0.10,185
0.10,72
0.10,132
0.10,274
0.10,116
0.10,493
0.10,71
0.10,90
0.10,93
0.10,65
0.10,117
0.10,302
0.10,173
0.10,103
0.10,86
0.10,80
0.10,117
0.10,171
0.10,73
0.10,68
0.10,76
0.10,235
0.10,117
0.10,59
0.10,129
0.10,175
0.10,79
0.10,104
0.10,181
0.10,201
0.10,92
0.10,110
0.10,154
0.10,56
0.10,117
0.10,114
0.10,266
0.10,157
0.10,85
0.10,179
0.10,561
0.10,124
0.10,139
0.10,85
0.10,55
0.10,101
0.10,316
0.10,89
0.10,174
0.10,86
0.10,272
0.10,83
0.10,117
0.10,58
0.10,142
0.10,108
0.10,105
0.10,182
0.10,357
0.10,108
0.10,70
0.10,130
0.10,69
0.10,121
0.10,127
0.10,78
0.10,99
0.10,215
0.10,112
0.10,119
0.10,426
0.10,131
0.10,146
0.10,225
0.10,77
0.10,80
0.10,197
0.10,160
0.10,98
0.10,285
0.10,86
0.10,103
0.10,86
0.10,97
0.10,142
0.10,162
0.10,80
0.10,181
0.10,137
0.10,149
0.10,279
0.10,100
0.10,353
0.10,135
0.10,260
0.10,48
0.10,67
0.10,90
0.10,95
0.10,220
0.10,94
0.10,331
0.10,367
0.10,72
0.10,163
0.10,157
0.10,68
0.10,151
0.10,160
0.10,442
0.10,86
0.10,68
0.10,89
0.10,75
0.10,139
0.10,73
0.10,207
0.10,74
0.10,94
0.10,153
0.10,175
0.10,245
0.10,105
0.10,209
0.10,237
0.10,186
0.10,78
0.10,236
0.10,160
0.10,72
0.10,94
0.10,484
0.10,81
0.10,116
0.10,181
0.10,88
0.10,105
0.10,97
0.10,311
0.10,111
0.10,59
0.10,81
0.10,450
0.10,302
0.10,111
0.10,104
0.10,64
0.10,177
0.10,272
0.10,81
0.10,148
0.10,84
0.10,154
0.10,397
0.10,171
0.10,104
0.10,154
0.10,163
0.10,133
0.10,145
0.10,262
0.10,156
0.10,76
0.10,91
0.10,106
0.10,106
0.10,302
0.10,50
0.10,97
0.10,141
0.10,153
0.10,89
0.10,104
0.10,66
0.10,102
0.10,231
0.10,288
0.10,106
0.10,183
0.10,87
0.10,73
0.10,62
0.10,92
0.10,359
0.10,161
0.10,94
0.10,154
0.10,76
0.10,177
0.10,65
0.10,328
0.10,165
0.10,205
0.10,169
0.10,106
0.10,286
0.10,159
0.10,280
0.10,150
0.10,102
0.10,347
0.10,155
0.10,445
0.10,77
0.10,174
0.10,126
0.10,287
0.10,75
0.10,93
0.10,263
0.10,89
0.10,194
0.10,71
0.10,141
0.10,171
0.10,133
0.10,121
0.10,106
0.10,71
0.10,264
0.10,153
0.10,365
0.10,103
0.10,76
0.10,108
0.10,178
0.10,72
0.10,132
0.10,133
0.10,80
0.10,102
0.10,140
0.10,104
0.10,102
0.10,98
0.10,139
0.10,267
0.10,280
0.10,117
0.10,117
0.10,139
0.10,168
0.10,97
0.10,168
0.10,84
0.10,90
0.10,57
0.10,77
0.10,360
0.10,98
0.10,164
0.10,153
0.10,99
0.10,90
0.10,58
0.10,101
0.10,224
0.10,142
0.10,398
0.10,93
0.10,94
0.10,137
0.10,420
0.10,198
0.10,59
0.10,95
0.10,196
0.10,127
0.10,86
0.10,78
0.10,73
0.10,126
0.10,275
0.10,112
0.10,100
0.10,158
0.10,351
0.10,147
0.10,191
0.10,96
0.10,240
0.10,143
0.10,112
0.10,483
0.10,66
0.10,182
0.10,245
0.10,95
0.10,54
0.10,199
0.10,278
0.10,172
0.10,441
0.10,432
0.10,526
0.10,270
0.10,56
0.10,130
0.10,83
0.10,108
0.10,263
0.10,235
0.10,79
0.10,136
0.10,240
0.10,125
0.10,90
0.10,314
0.10,174
0.10,568
0.10,270
0.10,237
0.10,144
0.10,121
0.10,106
0.10,202
0.10,230
0.10,86
0.10,132
0.10,61
0.10,383
0.10,75
0.10,154
0.10,134
0.10,69
0.10,271
0.10,239
0.10,78
0.10,490
0.10,116
0.10,116
0.10,151
0.10,138
0.10,94
0.10,134
0.10,49
0.10,79
0.10,76
0.10,82
0.10,69
0.10,92
0.10,203
0.10,411
0.10,75
0.10,174
0.10,137
0.10,303
0.10,163
0.10,251
0.10,149
0.10,400
0.10,80
0.10,132
0.10,304
0.10,141
0.10,306
0.10,372
0.10,225
0.10,71
0.10,139
0.10,83
0.10,218
0.10,278
0.10,217
0.10,385
0.10,64
0.10,192
0.10,109
0.10,115
0.10,81
0.10,191
0.10,161
0.10,239
0.10,376
0.10,186
0.10,96
0.10,89
0.10,115
0.10,112
0.10,78
0.10,204
0.10,477
0.10,90
0.10,159
0.10,149
0.10,254
0.10,56
0.10,208
0.10,66
0.10,83
0.10,75
0.10,229
0.10,84
0.10,110
0.10,153
0.10,235
0.10,223
0.10,207
0.10,163
0.10,90
0.10,190
0.10,302
0.10,102
0.10,103
0.10,223
0.10,90
0.10,132
0.10,131
0.10,80
0.10,88
0.10,170
0.10,325
0.10,45
0.10,281
0.10,313
0.10,187
0.10,78
0.10,101
0.10,70
0.10,127
0.10,139
0.10,55
0.10,76
0.10,138
0.10,92
0.10,171
0.10,65
0.10,180
0.10,79
0.10,206
0.10,203
0.10,63
0.10,76
0.10,102
0.10,100
0.10,322
0.10,95
0.10,121
0.10,56
0.10,73
0.10,57
0.10,310
0.10,165
0.10,70
0.10,88
0.10,384
0.10,58
0.10,129
0.10,47
0.10,230
0.10,320
0.10,74
0.10,157
0.10,213
0.10,143
0.10,154
0.10,153
0.10,125
0.10,81
0.10,109
0.10,73
0.10,255
0.10,365
0.10,218
0.10,207
0.10,83
0.10,124
0.10,491
0.10,113
0.10,252
0.10,302
0.10,538
0.10,189
0.10,470
0.10,99
0.10,111
0.10,127
0.10,174
0.10,59
0.10,60
0.10,60
0.10,129
0.10,194
0.10,132
0.10,65
0.10,190
0.10,173
0.10,233
0.10,71
0.10,194
0.10,113
0.10,53
0.10,90
0.10,122
0.10,108
0.10,100
0.10,157
0.10,109
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,176
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,868
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,858
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,219
