byz,rounds
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.02,24
0.02,24
0.02,26
0.02,26
0.02,27
0.02,24
0.02,25
0.02,25
0.02,25
0.02,25
0.02,25
0.02,25
0.02,25
0.02,24
0.02,24
0.02,35
0.02,27
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,25
0.02,27
0.02,25
0.02,25
0.02,25
0.02,25
0.02,25
0.02,26
0.02,25
0.02,28
0.02,24
0.02,25
0.02,26
0.02,25
0.02,25
0.02,26
0.02,24
0.02,24
0.02,25
0.02,25
0.02,25
0.02,25
0.02,25
0.02,27
0.02,24
0.02,25
0.02,24
0.02,29
0.02,24
0.02,28
0.02,25
0.02,24
0.02,24
0.02,27
0.02,25
0.02,24
0.02,26
0.02,28
0.02,25
0.02,24
0.02,24
0.02,24
0.02,26
0.02,24
0.02,25
0.02,25
0.02,26
0.02,27
0.02,24
0.02,26
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,26
0.02,25
0.02,26
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,26
0.02,25
0.02,25
0.02,25
0.02,27
0.02,25
0.02,25
0.02,26
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,26
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,24
0.02,25
0.02,25
0.02,25
0.02,25
0.02,26
0.02,25
0.02,26
0.02,25
0.02,26
0.02,25
0.02,24
0.02,25
0.02,24
0.02,26
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,26
0.02,26
0.02,25
0.02,26
0.02,25
0.02,25
0.02,24
0.02,24
0.02,26
0.02,28
0.02,25
0.02,26
0.02,24
0.02,28
0.02,25
0.02,25
0.02,26
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,26
0.02,25
0.02,25
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,26
0.02,24
0.02,25
0.02,26
0.02,27
0.02,28
0.02,25
0.02,25
0.02,26
0.02,25
0.02,24
0.02,24
0.02,25
0.02,26
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,27
0.02,26
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,24
0.02,24
0.02,26
0.02,25
0.02,24
0.02,24
0.02,26
0.02,24
0.02,27
0.02,25
0.02,29
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,27
0.02,26
0.02,24
0.02,25
0.02,25
0.02,24
0.02,26
0.02,24
0.02,24
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,26
0.02,26
0.02,25
0.02,25
0.02,28
0.02,25
0.02,24
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,25
0.02,24
0.02,26
0.02,25
0.02,27
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,26
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,27
0.02,25
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,28
0.02,25
0.02,24
0.02,28
0.02,25
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,26
0.02,28
0.02,27
0.02,24
0.02,25
0.02,26
0.02,24
0.02,24
0.02,25
0.02,28
0.02,25
0.02,26
0.02,25
0.02,25
0.02,26
0.02,27
0.02,24
0.02,27
0.02,24
0.02,25
0.02,24
0.02,24
0.02,26
0.02,24
0.02,26
0.02,25
0.02,25
0.02,25
0.02,28
0.02,24
0.02,24
0.02,25
0.02,30
0.02,25
0.02,26
0.02,25
0.02,25
0.02,24
0.02,24
0.02,26
0.02,29
0.02,24
0.02,24
0.02,26
0.02,26
0.02,24
0.02,26
0.02,24
0.02,26
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,27
0.02,27
0.02,26
0.02,24
0.02,25
0.02,28
0.02,26
0.02,28
0.02,25
0.02,24
0.02,26
0.02,27
0.02,24
0.02,25
0.02,24
0.02,28
0.02,27
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,26
0.02,26
0.02,28
0.02,25
0.02,24
0.02,25
0.02,24
0.02,27
0.02,25
0.02,26
0.02,25
0.02,26
0.02,25
0.02,24
0.02,26
0.02,25
0.02,25
0.02,26
0.02,24
0.02,26
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,28
0.02,27
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,25
0.02,26
0.02,26
0.02,25
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,28
0.02,29
0.02,24
0.02,24
0.02,26
0.02,24
0.02,24
0.02,26
0.02,25
0.02,24
0.02,26
0.02,25
0.02,26
0.02,24
0.02,25
0.02,26
0.02,24
0.02,25
0.02,25
0.02,24
0.02,25
0.02,28
0.02,25
0.02,26
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,30
0.02,25
0.02,26
0.02,24
0.02,26
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,25
0.02,25
0.02,25
0.02,25
0.02,24
0.02,26
0.02,25
0.02,24
0.02,27
0.02,26
0.02,25
0.02,25
0.02,24
0.02,26
0.02,26
0.02,24
0.02,24
0.02,27
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,27
0.02,25
0.02,25
0.02,24
0.02,30
0.02,24
0.02,25
0.02,27
0.02,25
0.02,24
0.02,24
0.02,25
0.02,27
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,24
0.02,25
0.02,25
0.02,25
0.02,28
0.02,25
0.02,24
0.02,24
0.02,26
0.02,24
0.02,25
0.02,25
0.02,26
0.02,24
0.02,25
0.02,24
0.02,26
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,27
0.02,26
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,24
0.02,27
0.02,27
0.02,30
0.02,24
0.02,26
0.02,26
0.02,25
0.02,25
0.02,27
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,28
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,26
0.02,25
0.02,26
0.02,27
0.02,25
0.02,24
0.02,25
0.02,27
0.02,25
0.02,24
0.02,25
0.02,26
0.02,25
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,26
0.02,25
0.02,27
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,25
0.02,26
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,27
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,25
0.02,24
0.02,24
0.02,26
0.02,25
0.02,27
0.02,25
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,25
0.02,24
0.02,26
0.02,24
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,24
0.02,25
0.02,26
0.02,27
0.02,24
0.02,24
0.02,24
0.02,26
0.02,24
0.02,30
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,24
0.02,25
0.02,24
0.02,25
0.02,27
0.02,25
0.02,26
0.02,25
0.02,25
0.02,24
0.02,25
0.02,27
0.02,24
0.02,24
0.02,26
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,24
0.02,26
0.02,31
0.02,24
0.02,25
0.02,27
0.02,24
0.02,24
0.02,25
0.02,24
0.02,25
0.02,36
0.02,25
0.02,24
0.02,25
0.02,25
0.02,28
0.02,25
0.02,24
0.02,25
0.02,24
0.02,24
0.02,28
0.02,24
0.02,24
0.02,25
0.02,26
0.02,28
0.02,24
0.02,24
0.02,24
0.02,24
0.02,27
0.02,24
0.02,27
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,25
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,26
0.02,25
0.02,24
0.02,25
0.02,26
0.02,26
0.02,25
0.02,24
0.02,27
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,25
0.02,26
0.02,24
0.02,24
0.02,25
0.02,26
0.02,24
0.02,24
0.02,26
0.02,26
0.02,26
0.02,28
0.02,24
0.02,27
0.02,26
0.02,24
0.02,24
0.02,26
0.02,26
0.02,26
0.02,24
0.02,24
0.02,24
0.02,26
0.02,24
0.02,25
0.02,25
0.02,25
0.02,26
0.02,26
0.02,24
0.02,24
0.02,26
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,24
0.02,24
0.02,25
0.02,26
0.02,26
0.02,25
0.02,24
0.02,27
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,26
0.02,26
0.02,24
0.02,24
0.02,26
0.02,28
0.02,25
0.02,25
0.02,24
0.02,27
0.02,24
0.02,26
0.02,25
0.02,26
0.02,24
0.02,25
0.02,28
0.02,24
0.02,24
0.02,24
0.02,24
0.02,24
0.02,24
0.02,27
0.02,26
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,29
0.02,25
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,25
0.02,24
0.02,24
0.02,24
0.02,25
0.02,26
0.02,24
0.02,26
0.02,24
0.02,25
0.02,25
0.02,25
0.02,26
0.02,26
0.02,25
0.02,28
0.02,24
0.02,25
0.02,24
0.02,24
0.02,28
0.02,24
0.02,25
0.02,26
0.02,24
0.02,27
0.02,28
0.02,25
0.02,26
0.02,25
0.02,24
0.02,24
0.02,24
0.02,27
0.02,25
0.02,24
0.02,26
0.02,25
0.02,24
0.02,24
0.02,25
0.02,26
0.02,24
0.02,25
0.02,25
0.02,32
0.02,25
0.02,25
0.02,24
0.02,25
0.02,26
0.02,26
0.02,25
0.02,26
0.02,25
0.02,24
0.02,24
0.02,24
0.02,27
0.02,24
0.02,24
0.02,24
0.02,24
0.02,25
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,24
0.02,25
0.02,25
0.02,24
0.02,26
0.02,24
0.02,24
0.02,24
0.02,25
0.02,27
0.02,24
0.02,25
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,27
0.02,24
0.02,24
0.02,25
0.02,25
0.02,24
0.02,24
0.02,24
0.02,27
0.02,25
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,25
0.02,27
0.02,25
0.02,24
0.02,27
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
0.02,25
0.02,26
0.02,25
0.02,24
0.02,28
0.02,24
0.02,25
0.02,26
0.02,24
0.02,24
0.02,24
0.02,26
0.02,24
0.02,27
0.02,25
0.02,25
0.02,25
0.02,24
0.02,24
0.02,25
0.02,24
