byz,rounds
0.10,144
0.10,92
0.10,60
0.10,167
0.10,99
0.10,134
0.10,156
0.10,46
0.10,239
0.10,90
0.10,128
0.10,44
0.10,42
0.10,193
0.10,88
0.10,178
0.10,114
0.10,185
0.10,112
0.10,132
0.10,123
0.10,25
0.10,210
0.10,31
0.10,109
0.10,262
0.10,136
0.10,127
0.10,48
0.10,116
0.10,152
0.10,113
0.10,111
0.10,33
0.10,147
0.10,95
0.10,55
0.10,94
0.10,146
0.10,39
0.10,66
0.10,131
0.10,63
0.10,27
0.10,134
0.10,87
0.10,30
0.10,104
0.10,182
0.10,349
0.10,103
0.10,194
0.10,86
0.10,336
0.10,36
0.10,49
0.10,74
0.10,40
0.10,79
0.10,114
0.10,150
0.10,90
0.10,202
0.10,38
0.10,220
0.10,49
0.10,54
0.10,376
0.10,420
0.10,91
0.10,43
0.10,210
0.10,60
0.10,169
0.10,69
0.10,581
0.10,107
0.10,107
0.10,85
0.10,73
0.10,150
0.10,98
0.10,150
0.10,223
0.10,148
0.10,28
0.10,90
0.10,75
0.10,28
0.10,142
0.10,147
0.10,143
0.10,171
0.10,59
0.10,69
0.10,120
0.10,52
0.10,47
0.10,50
0.10,53
0.10,192
0.10,35
0.10,36
0.10,71
0.10,177
0.10,452
0.10,105
0.10,72
0.10,128
0.10,68
0.10,41
0.10,169
0.10,35
0.10,115
0.10,367
0.10,178
0.10,211
0.10,39
0.10,161
0.10,41
0.10,316
0.10,120
0.10,474
0.10,55
0.10,282
0.10,146
0.10,98
0.10,60
0.10,43
0.10,46
0.10,31
0.10,173
0.10,119
0.10,72
0.10,131
0.10,88
0.10,138
0.10,140
0.10,113
0.10,62
0.10,97
0.10,86
0.10,106
0.10,50
0.10,189
0.10,86
0.10,186
0.10,200
0.10,59
0.10,177
0.10,34
0.10,120
0.10,121
0.10,136
0.10,191
0.10,35
0.10,27
0.10,68
0.10,222
0.10,68
0.10,101
0.10,61
0.10,139
0.10,91
0.10,71
0.10,55
0.10,173
0.10,398
0.10,137
0.10,100
0.10,129
0.10,189
0.10,65
0.10,106
0.10,48
0.10,33
0.10,161
0.10,40
0.10,65
0.10,117
0.10,29
0.10,33
0.10,89
0.10,269
0.10,214
0.10,230
0.10,354
0.10,262
0.10,156
0.10,28
0.10,155
0.10,414
0.10,29
0.10,55
0.10,151
0.10,141
0.10,73
0.10,272
0.10,168
0.10,95
0.10,173
0.10,156
0.10,43
0.10,133
0.10,294
0.10,170
0.10,181
0.10,75
0.10,65
0.10,49
0.10,123
0.10,33
0.10,229
0.10,335
0.10,317
0.10,160
0.10,189
0.10,82
0.10,106
0.10,36
0.10,27
0.10,121
0.10,134
0.10,104
0.10,308
0.10,78
0.10,178
0.10,104
0.10,36
0.10,102
0.10,124
0.10,72
0.10,101
0.10,139
0.10,26
0.10,111
0.10,76
0.10,112
0.10,192
0.10,108
0.10,75
0.10,35
0.10,339
0.10,128
0.10,56
0.10,96
0.10,114
0.10,235
0.10,143
0.10,169
0.10,173
0.10,31
0.10,66
0.10,76
0.10,210
0.10,27
0.10,141
0.10,581
0.10,133
0.10,181
0.10,214
0.10,103
0.10,111
0.10,381
0.10,269
0.10,109
0.10,127
0.10,34
0.10,441
0.10,92
0.10,114
0.10,48
0.10,31
0.10,35
0.10,53
0.10,129
0.10,61
0.10,200
0.10,253
0.10,132
0.10,312
0.10,117
0.10,49
0.10,200
0.10,65
0.10,177
0.10,102
0.10,76
0.10,281
0.10,259
0.10,207
0.10,43
0.10,152
0.10,173
0.10,137
0.10,43
0.10,50
0.10,79
0.10,145
0.10,351
0.10,76
0.10,152
0.10,35
0.10,132
0.10,367
0.10,91
0.10,131
0.10,126
0.10,93
0.10,46
0.10,140
0.10,145
0.10,30
0.10,228
0.10,67
0.10,116
0.10,137
0.10,50
0.10,88
0.10,37
0.10,64
0.10,150
0.10,145
0.10,92
0.10,144
0.10,34
0.10,237
0.10,613
0.10,264
0.10,87
0.10,50
0.10,172
0.10,30
0.10,54
0.10,34
0.10,140
0.10,34
0.10,125
0.10,47
0.10,172
0.10,55
0.10,95
0.10,172
0.10,78
0.10,61
0.10,101
0.10,39
0.10,49
0.10,48
0.10,197
0.10,130
0.10,49
0.10,62
0.10,69
0.10,60
0.10,292
0.10,154
0.10,97
0.10,172
0.10,60
0.10,53
0.10,98
0.10,333
0.10,223
0.10,152
0.10,122
0.10,109
0.10,117
0.10,521
0.10,65
0.10,72
0.10,391
0.10,200
0.10,128
0.10,25
0.10,293
0.10,265
0.10,43
0.10,62
0.10,48
0.10,33
0.10,95
0.10,26
0.10,44
0.10,133
0.10,110
0.10,433
0.10,59
0.10,86
0.10,99
0.10,48
0.10,79
0.10,75
0.10,36
0.10,62
0.10,119
0.10,126
0.10,186
0.10,66
0.10,200
0.10,228
0.10,50
0.10,127
0.10,54
0.10,33
0.10,108
0.10,47
0.10,29
0.10,217
0.10,36
0.10,219
0.10,59
0.10,32
0.10,80
0.10,55
0.10,48
0.10,46
0.10,94
0.10,195
0.10,94
0.10,132
0.10,93
0.10,42
0.10,553
0.10,147
0.10,110
0.10,124
0.10,67
0.10,41
0.10,110
0.10,286
0.10,75
0.10,59
0.10,59
0.10,116
0.10,195
0.10,78
0.10,113
0.10,50
0.10,57
0.10,70
0.10,108
0.10,32
0.10,43
0.10,35
0.10,130
0.10,27
0.10,125
0.10,59
0.10,111
0.10,61
0.10,92
0.10,53
0.10,87
0.10,420
0.10,466
0.10,166
0.10,61
0.10,221
0.10,31
0.10,225
0.10,47
0.10,83
0.10,168
0.10,342
0.10,193
0.10,59
0.10,194
0.10,31
0.10,227
0.10,158
0.10,40
0.10,79
0.10,300
0.10,44
0.10,262
0.10,80
0.10,64
0.10,79
0.10,33
0.10,207
0.10,390
0.10,64
0.10,73
0.10,69
0.10,447
0.10,27
0.10,30
0.10,78
0.10,124
0.10,48
0.10,142
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,845
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,808
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,146
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,452
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,97
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,441
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.15,1000
0.01,24
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,22
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,25
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,22
0.01,23
0.01,23
0.01,22
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,24
0.01,23
0.01,23
0.01,24
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,22
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,22
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,26
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,23
0.01,23
0.01,24
0.01,23
0.01,24
